"Laboratory","Facility","Country","City","Sample Population","Sample Sub-Population","Reference Sample Type","Sample Set","Reference Method","Repeats","Blinding","Test Type","Test Format","Use Case","Test Name","Manufacturer","Catalog Number","Lot Number","Index Sample Type","Target","Antigen Used for Detection","RNA Extraction Kit","Estimated LoD","LoD Unit","Higher Cut-off","Lower Cut-off","Ct Value","Days of Sickness","Total Positive","Total Negative","True Positive","True Negative","Sensitivity","Specificity","Link to Publication","DOI","Comments"
"RIVM","Public Health","Netherlands","Bilthoven","Confirmed COVID-19 patients","Mild; Moderate; Severe","Nasopharyngeal swabs; Oropharyngeal swabs","Retrospective set","RT-PCR","Not available","Not available","Antibody","Rapid diagnostic test (RDT)","Detection of current infection; Detection of past infection","Covid-19 IgG/IgM Antibody Test","Biomerica Inc","Not available","Not available","Serum","IgM","Not available","Not available","Not available","Not available","Not available","Not available","Not available","Intermediate (~8-14)","6","25","1","25","16.7","100","Not available","Not available","Not available"
"RIVM","Public Health","Netherlands","Bilthoven","Confirmed COVID-19 patients","Mild; Moderate; Severe","Nasopharyngeal swabs; Oropharyngeal swabs","Retrospective set","RT-PCR","Not available","Not available","Antibody","Rapid diagnostic test (RDT)","Detection of current infection; Detection of past infection","Covid-19 IgG/IgM Antibody Test","Biomerica Inc","Not available","Not available","Serum","IgM","Not available","Not available","Not available","Not available","Not available","Not available","Not available","Late (>14)","10","25","0","25","0","100","Not available","Not available","Not available"
"RIVM","Public Health","Netherlands","Bilthoven","Confirmed COVID-19 patients","Mild; Moderate; Severe","Nasopharyngeal swabs; Oropharyngeal swabs","Retrospective set","RT-PCR","Not available","Not available","Antibody","Rapid diagnostic test (RDT)","Detection of current infection; Detection of past infection","Covid-19 IgG/IgM Antibody Test","Biomerica Inc","Not available","Not available","Serum","IgM","Not available","Not available","Not available","Not available","Not available","Not available","Not available","Overall","23","25","4","25","17.4","100","Not available","Not available","Not available"
"RIVM","Public Health","Netherlands","Bilthoven","Confirmed COVID-19 patients","Mild; Moderate; Severe","Nasopharyngeal swabs; Oropharyngeal swabs","Retrospective set","RT-PCR","Not available","Not available","Antibody","Rapid diagnostic test (RDT)","Detection of current infection; Detection of past infection","Cellex qSARS-CoV-2 IgGIgM Cassette Rapid Test","Cellex Inc.","Not available","Not available","Serum","IgG","Not available","Not available","Not available","Not available","Not available","Not available","Not available","Early (~1-7)","8","13","3","12","Not available","92.3","Not available","Not available","Not available"
"RIVM","Public Health","Netherlands","Bilthoven","Confirmed COVID-19 patients","Mild; Moderate; Severe","Nasopharyngeal swabs; Oropharyngeal swabs","Retrospective set","RT-PCR","Not available","Not available","Antibody","Rapid diagnostic test (RDT)","Detection of current infection; Detection of past infection","Cellex qSARS-CoV-2 IgGIgM Cassette Rapid Test","Cellex Inc.","Not available","Not available","Serum","IgG","Not available","Not available","Not available","Not available","Not available","Not available","Not available","Intermediate (~8-14)","6","13","6","12","100","92.3","Not available","Not available","Not available"
"RIVM","Public Health","Netherlands","Bilthoven","Confirmed COVID-19 patients","Mild; Moderate; Severe","Nasopharyngeal swabs; Oropharyngeal swabs","Retrospective set","RT-PCR","Not available","Not available","Antibody","Rapid diagnostic test (RDT)","Detection of current infection; Detection of past infection","Cellex qSARS-CoV-2 IgGIgM Cassette Rapid Test","Cellex Inc.","Not available","Not available","Serum","IgG","Not available","Not available","Not available","Not available","Not available","Not available","Not available","Late (>14)","11","13","6","12","Not available","92.3","Not available","Not available","Not available"
"RIVM","Public Health","Netherlands","Bilthoven","Confirmed COVID-19 patients","Mild; Moderate; Severe","Nasopharyngeal swabs; Oropharyngeal swabs","Retrospective set","RT-PCR","Not available","Not available","Antibody","Rapid diagnostic test (RDT)","Detection of current infection; Detection of past infection","Cellex qSARS-CoV-2 IgGIgM Cassette Rapid Test","Cellex Inc.","Not available","Not available","Serum","IgG","Not available","Not available","Not available","Not available","Not available","Not available","Not available","Overall","25","13","15","12","60","92.3","Not available","Not available","Not available"
"RIVM","Public Health","Netherlands","Bilthoven","Confirmed COVID-19 patients","Mild; Moderate; Severe","Nasopharyngeal swabs; Oropharyngeal swabs","Retrospective set","RT-PCR","Not available","Not available","Antibody","Rapid diagnostic test (RDT)","Detection of current infection; Detection of past infection","Acro Biotech COVID-19 Rapid POC test","Acro Biotech, Inc.","Not available","Not available","Serum","IgG","Not available","Not available","Not available","Not available","Not available","Not available","Not available","Early (~1-7)","7","25","4","25","57.1","100","Not available","Not available","Not available"
"RIVM","Public Health","Netherlands","Bilthoven","Confirmed COVID-19 patients","Mild; Moderate; Severe","Nasopharyngeal swabs; Oropharyngeal swabs","Retrospective set","RT-PCR","Not available","Not available","Antibody","Rapid diagnostic test (RDT)","Detection of current infection; Detection of past infection","Acro Biotech COVID-19 Rapid POC test","Acro Biotech, Inc.","Not available","Not available","Serum","IgG","Not available","Not available","Not available","Not available","Not available","Not available","Not available","Intermediate (~8-14)","6","25","6","25","100","100","Not available","Not available","Not available"
"RIVM","Public Health","Netherlands","Bilthoven","Confirmed COVID-19 patients","Mild; Moderate; Severe","Nasopharyngeal swabs; Oropharyngeal swabs","Retrospective set","RT-PCR","Not available","Not available","Antibody","Rapid diagnostic test (RDT)","Detection of current infection; Detection of past infection","Acro Biotech COVID-19 Rapid POC test","Acro Biotech, Inc.","Not available","Not available","Serum","IgG","Not available","Not available","Not available","Not available","Not available","Not available","Not available","Late (>14)","10","25","6","25","60","100","Not available","Not available","Not available"
"RIVM","Public Health","Netherlands","Bilthoven","Confirmed COVID-19 patients","Mild; Moderate; Severe","Nasopharyngeal swabs; Oropharyngeal swabs","Retrospective set","RT-PCR","Not available","Not available","Antibody","Rapid diagnostic test (RDT)","Detection of current infection; Detection of past infection","Acro Biotech COVID-19 Rapid POC test","Acro Biotech, Inc.","Not available","Not available","Serum","IgG","Not available","Not available","Not available","Not available","Not available","Not available","Not available","Overall","23","25","16","25","69.6","100","Not available","Not available","Not available"
"RIVM","Public Health","Netherlands","Bilthoven","Confirmed COVID-19 patients","Mild; Moderate; Severe","Nasopharyngeal swabs; Oropharyngeal swabs","Retrospective set","RT-PCR","Not available","Not available","Antibody","Rapid diagnostic test (RDT)","Detection of current infection; Detection of past infection","Cellex qSARS-CoV-2 IgGIgM Cassette Rapid Test","Cellex Inc.","Not available","Not available","Serum","IgM","Not available","Not available","Not available","Not available","Not available","Not available","Not available","Early (~1-7)","8","13","4","12","50","92.3","Not available","Not available","Not available"
"RIVM","Public Health","Netherlands","Bilthoven","Confirmed COVID-19 patients","Mild; Moderate; Severe","Nasopharyngeal swabs; Oropharyngeal swabs","Retrospective set","RT-PCR","Not available","Not available","Antibody","Rapid diagnostic test (RDT)","Detection of current infection; Detection of past infection","Cellex qSARS-CoV-2 IgGIgM Cassette Rapid Test","Cellex Inc.","Not available","Not available","Serum","IgM","Not available","Not available","Not available","Not available","Not available","Not available","Not available","Intermediate (~8-14)","6","13","6","12","100","92.3","Not available","Not available","Not available"
"RIVM","Public Health","Netherlands","Bilthoven","Confirmed COVID-19 patients","Mild; Moderate; Severe","Nasopharyngeal swabs; Oropharyngeal swabs","Retrospective set","RT-PCR","Not available","Not available","Antibody","Rapid diagnostic test (RDT)","Detection of current infection; Detection of past infection","Cellex qSARS-CoV-2 IgGIgM Cassette Rapid Test","Cellex Inc.","Not available","Not available","Serum","IgM","Not available","Not available","Not available","Not available","Not available","Not available","Not available","Late (>14)","11","13","6","12","Not available","92.3","Not available","Not available","Not available"
"RIVM","Public Health","Netherlands","Bilthoven","Confirmed COVID-19 patients","Mild; Moderate; Severe","Nasopharyngeal swabs; Oropharyngeal swabs","Retrospective set","RT-PCR","Not available","Not available","Antibody","Rapid diagnostic test (RDT)","Detection of current infection; Detection of past infection","Cellex qSARS-CoV-2 IgGIgM Cassette Rapid Test","Cellex Inc.","Not available","Not available","Serum","IgM","Not available","Not available","Not available","Not available","Not available","Not available","Not available","Overall","25","13","16","12","64","92.3","Not available","Not available","Not available"
"RIVM","Public Health","Netherlands","Bilthoven","Confirmed COVID-19 patients","Mild; Moderate; Severe","Nasopharyngeal swabs; Oropharyngeal swabs","Retrospective set","RT-PCR","Not available","Not available","Antibody","Rapid diagnostic test (RDT)","Detection of current infection; Detection of past infection","Acro Biotech COVID-19 Rapid POC test","Acro Biotech, Inc.","Not available","Not available","Serum","IgM","Not available","Not available","Not available","Not available","Not available","Not available","Not available","Early (~1-7)","7","25","4","25","57.1","100","Not available","Not available","Not available"
"RIVM","Public Health","Netherlands","Bilthoven","Confirmed COVID-19 patients","Mild; Moderate; Severe","Nasopharyngeal swabs; Oropharyngeal swabs","Retrospective set","RT-PCR","Not available","Not available","Antibody","Rapid diagnostic test (RDT)","Detection of current infection; Detection of past infection","Acro Biotech COVID-19 Rapid POC test","Acro Biotech, Inc.","Not available","Not available","Serum","IgM","Not available","Not available","Not available","Not available","Not available","Not available","Not available","Intermediate (~8-14)","6","25","2","25","33.3","100","Not available","Not available","Not available"
"RIVM","Public Health","Netherlands","Bilthoven","Confirmed COVID-19 patients","Mild; Moderate; Severe","Nasopharyngeal swabs; Oropharyngeal swabs","Retrospective set","RT-PCR","Not available","Not available","Antibody","Rapid diagnostic test (RDT)","Detection of current infection; Detection of past infection","Acro Biotech COVID-19 Rapid POC test","Acro Biotech, Inc.","Not available","Not available","Serum","IgM","Not available","Not available","Not available","Not available","Not available","Not available","Not available","Late (>14)","10","25","6","25","60","100","Not available","Not available","Not available"
